review,aspect,key_aspect,count,product
when you consider expandability downloads via computer the numerous features two transmission programs and multiple storage devices dependability this is a phone that is not easy to outgrow,multiple devices,many devices,2,Nokia 6600
the good 1 large lcd screen colorful display good resolution,good resolution,low resolution,2,Nokia 6600
camera quality is not bad for the low resolution,low resolution,low resolution,2,Nokia 6600
i was looking for a phone which synced with mac osx using bluetooth had decent battery life could check email had good reception nice screen size and was durable i break often break small gadgets,decent life,long life,2,Nokia 6600
i find it difficult to remove back cover so is you plan to have a spare battery and replace it i suggest you dontbesides it has a long battery life,long life,long life,2,Nokia 6600
for last one month my rebate status showing me that my rebate is apporved and check is delivered but still i am waiting for check,last month,last month,2,Nokia 6600
i really regret signing up with tmobile but i am stuck with them for the next 6 months of the contract,next months,last month,2,Nokia 6600
the log functions helps you track down the incoming outgoing calls in the most easy of ways,outgoing calls,incoming calls,2,Nokia 6600
the log functions helps you track down the incoming outgoing calls in the most easy of ways,incoming calls,incoming calls,2,Nokia 6600
very cool features great camera with zoom cool quality pictures great ringtones bluetooth feature is great,great bluetooth feature,great bluetooth feature,2,Nokia 6600
another great feature for me anyway is the ability to load wav sounds as ringers,great feature,great bluetooth feature,2,Nokia 6600
photos are pretty darned good,good photos,good photos,2,Nokia 6600
very cool features great camera with zoom cool quality pictures great ringtones bluetooth feature is great,cool pictures,good photos,2,Nokia 6600
handsfree future is good but not too exciting,good future,good future,2,Nokia 6600
i have had nothing but good luck with tmobile,good luck,good future,2,Nokia 6600
the fact that you can assign ringtones to people andor groups is really cool,cool fact,cool wich,2,Nokia 6600
and the phone has a very cool feature wich allows you to send images via a normal pop3smtp email account,cool wich,cool wich,2,Nokia 6600
 ok score 70 oh yes the newest color of this phone is quite cool,cool color,cool color,2,Nokia 6600
 ok score 70 oh yes the newest color of this phone is quite cool,newest color,cool color,2,Nokia 6600
the number buttons are crammed into a 3x4cm area the fonts are small the interface is too convoluted and frustrating its not that customisable as well,convoluted interface,convoluted interface,2,Nokia 6600
operation its like bmws idrive it does its job but has the most unintuitive overlylayered interface,unintuitive interface,convoluted interface,2,Nokia 6600
2 nice features like web browser camera video recorder speaker phone very usefully clear voice reception,clear reception,clear reception,2,Nokia 6600
i was looking for a phone which synced with mac osx using bluetooth had decent battery life could check email had good reception nice screen size and was durable i break often break small gadgets,good reception,clear reception,2,Nokia 6600
bottom line great phone for the time being,bottom line,bottom line,2,Nokia 6600
the bottom line isphone is cool one only for the moment as its the latest phone in the market and has all the new features but this will soon be displaced by upcoming newer phones,bottom line,bottom line,2,Nokia 6600
if you use linux and want grps andor want to use a handsfree bluetooth device and want a decent camera this is the phone for you,handsfree device,bluetooth device,2,Nokia 6600
i click pictures in jpg format and because the phone has a bluetooth device i find it extremely easy to transfer pics to my pc and forth,bluetooth device,bluetooth device,2,Nokia 6600
tmobile was not upfront about some of the terms to qualify for the rebate,not upfront tmobile,better tmobile,2,Nokia 6600
i also am loving tmobile 100 times better than att,better tmobile,better tmobile,2,Nokia 6600
the ringtones are beautiful the screen is super high quality,beautiful ringtones,beautiful ringtones,2,Nokia 6600
very cool features great camera with zoom cool quality pictures great ringtones bluetooth feature is great,great ringtones,beautiful ringtones,2,Nokia 6600
5 bluetooth wireless technology so that i can transfer data to and from my computer without messing with any cables,wireless technology,wireless technology,1,Nokia 6600
i love the bluetooth easy to use with a wireless jabra headset,wireless jabra,wireless jabra,1,Nokia 6600
i have set up its pda features with avantgo com where you can download info from sites like weathermapquest mapsdirections into it which is great,weathermapquest mapsdirections,weathermapquest mapsdirections,1,Nokia 6600
among its weak points is the mmc slot location and a bit vague design,weak points,weak points,1,Nokia 6600
though nearly a dozen different people at both tmobile and nokia have told me otherwise it is simply not possible to use this phone as a bluetooth modem for the vast majority of pdas and many other devices,vast majority,vast majority,1,Nokia 6600
outside of the tmobile service area the phone seamlessly jumped onto att wireless and various other services where the tmobile service was unavailable,various services,various services,1,Nokia 6600
sometimes various applications crash,various applications,various applications,1,Nokia 6600
among its weak points is the mmc slot location and a bit vague design,vague design,vague design,1,Nokia 6600
now the bad 1 as usual battery power not sufficient for daily usuage,usual power,usual power,1,Nokia 6600
the handsfree provided by the phone is useful for those who talk on the phone while driving,useful handsfree,useful handsfree,1,Nokia 6600
the bottom line isphone is cool one only for the moment as its the latest phone in the market and has all the new features but this will soon be displaced by upcoming newer phones,upcoming phones,upcoming phones,1,Nokia 6600
outside of the tmobile service area the phone seamlessly jumped onto att wireless and various other services where the tmobile service was unavailable,unavailable tmobile service,unavailable tmobile service,1,Nokia 6600
and also since it is tri band and since it uses simcard you can just use it in europe and many other parts of the world wherever gsm exists,tri band,tri band,1,Nokia 6600
downside is the size of the phone it is big for todays standard,todays standard,todays standard,1,Nokia 6600
just do not get drawn into tmobiles catchy rebate,tmobiles rebate,tmobiles rebate,1,Nokia 6600
do not rely on tmobile rebates,tmobile rebates,tmobile rebates,1,Nokia 6600
on the plus side its packed with features including bluetooth that works fine its really a tiny computer that is also a phone and that is the negative,tiny computer,tiny computer,1,Nokia 6600
with one of the most intuitive userinterfaces around seamless bluetooth sync with microsoft outlook support for thousands of applications for the symbian platform which this phone runs on i own the ir remote icq and a few others the nokia 6600 is all of the above one of the few phones from tmobile that can claim such a distinction,symbian platform,symbian platform,1,Nokia 6600
this way i never have to be ripped off by the carrier for stupid ringtones i can get whatever i want,stupid ringtones,stupid ringtones,1,Nokia 6600
i must admit its not the best looking phone ever but then it has this look of static and absolute conviction that looks like everything a phone should be,static conviction,static conviction,1,Nokia 6600
the nokia 660 runs the symbian os which works pretty well for most standard phone fare most of the stuff is not that intuitive but if you actually learn how to use it all there is plenty of neat tieins,standard fare,standard fare,1,Nokia 6600
the nokia 6600 is a decent extension of the smartphone line,smartphone line,smartphone line,1,Nokia 6600
7 have a good chunk of my small mp3 to listen through the speaker phone,small mp3,small mp3,1,Nokia 6600
i was looking for a phone which synced with mac osx using bluetooth had decent battery life could check email had good reception nice screen size and was durable i break often break small gadgets,small gadgets,small gadgets,1,Nokia 6600
the number buttons are crammed into a 3x4cm area the fonts are small the interface is too convoluted and frustrating its not that customisable as well,small fonts,small fonts,1,Nokia 6600
it films 10 second video for crying out loud,second video,second video,1,Nokia 6600
with one of the most intuitive userinterfaces around seamless bluetooth sync with microsoft outlook support for thousands of applications for the symbian platform which this phone runs on i own the ir remote icq and a few others the nokia 6600 is all of the above one of the few phones from tmobile that can claim such a distinction,seamless sync,seamless sync,1,Nokia 6600
a huge beautiful color screen which can not been scratched at all even with the rough handling i give it,rough handling,rough handling,1,Nokia 6600
with one of the most intuitive userinterfaces around seamless bluetooth sync with microsoft outlook support for thousands of applications for the symbian platform which this phone runs on i own the ir remote icq and a few others the nokia 6600 is all of the above one of the few phones from tmobile that can claim such a distinction,remote icq,remote icq,1,Nokia 6600
you can turn this phone into a gaming machine a camcorder or a digital camera an mp3player a movie viewer a voice recorder a personal secretary a gps map browser a book a multifunction remote controller practically everything that you can do with the computer plus it is a phone and also you can carry it in your pocket ,remote controller,remote controller,1,Nokia 6600
ultimately you will learn just how bad nokia is and why their recent loss of market share is so utterly deserved,recent loss,recent loss,1,Nokia 6600
its a bit pricey to call home from other countries but the instant messaging to and from covered countries in europe are quite reasonable,reasonable messaging,reasonable messaging,1,Nokia 6600
you actually can talk to a real person for support in under an hour,real person,real person,1,Nokia 6600
1a cell phone is to make calls in other words quality of reception and micspeaker are the most important the 6600 has a relatively low volume speaker you would have to press it hard against your ear to hear anything the other person is saying unless the surroundings were completely quiet,quiet surroundings,quiet surroundings,1,Nokia 6600
other than that the simbian series 60 os is great and offers lots of proprietary software that will work on your phone if you are willing to hunt for it,proprietary software,proprietary software,1,Nokia 6600
their customer service agents are always prompt and polite and my service is terrific,prompt service agents,prompt service agents,1,Nokia 6600
i am just in love with this phone especially after using a more primitve phone about 3 years,primitve phone,primitve phone,1,Nokia 6600
also when i dial an800 number like an airline it will not allow me to use number keys to navigatee the prerecorded menu,prerecorded menu,prerecorded menu,1,Nokia 6600
get great themes and wallpapers for this phone and many many polyphonic rings,polyphonic rings,polyphonic rings,1,Nokia 6600
on the plus side its packed with features including bluetooth that works fine its really a tiny computer that is also a phone and that is the negative,plus side,plus side,1,Nokia 6600
the only main drawback is the fact that the voicedialing system is kind of picky,picky voicedialing system,picky voicedialing system,1,Nokia 6600
you can turn this phone into a gaming machine a camcorder or a digital camera an mp3player a movie viewer a voice recorder a personal secretary a gps map browser a book a multifunction remote controller practically everything that you can do with the computer plus it is a phone and also you can carry it in your pocket ,personal secretary,personal secretary,1,Nokia 6600
basically the 6600 is a bundle of overhyped features you do not and will not need if you do get yourself a pda or pocket pc none of them work as they should and the basic phone functions and ergonomics are less than average,overhyped features,overhyped features,1,Nokia 6600
the only disappointment so far has been battery life,only disappointment,only disappointment,1,Nokia 6600
the only con i can think of is the lack of a megapixel camera,only con,only con,1,Nokia 6600
the video recorders a bit odd sometimes i get 9 secs on my recordings sometimes i get 17,odd recorders,odd recorders,1,Nokia 6600
when you consider expandability downloads via computer the numerous features two transmission programs and multiple storage devices dependability this is a phone that is not easy to outgrow,numerous features,numerous features,1,Nokia 6600
although the images are not the best in the world its very handy to have a camera everywhere you go,not handy images,not handy images,1,Nokia 6600
camera quality is not bad for the low resolution,not bad camera quality,not bad camera quality,1,Nokia 6600
and the phone has a very cool feature wich allows you to send images via a normal pop3smtp email account,normal account,normal account,1,Nokia 6600
camera is nice and video recording for some reason is only limited to 9 seconds,nice recording,nice recording,1,Nokia 6600
its nice look is also a plus,nice look,nice look,1,Nokia 6600
you can use the obex file transfer service with bluetooth from linux kdebluetooth provieds a nice intergration into konqueror for this for sending files to the phone,nice intergration,nice intergration,1,Nokia 6600
this phone has a nice blend of features without going overboard,nice blend,nice blend,1,Nokia 6600
the bottom line isphone is cool one only for the moment as its the latest phone in the market and has all the new features but this will soon be displaced by upcoming newer phones,newer phones,newer phones,1,Nokia 6600
there are number of downloads neededavailable for this phone they will be texted to you at no cost,neededavailable downloads,neededavailable downloads,1,Nokia 6600
the nokia 660 runs the symbian os which works pretty well for most standard phone fare most of the stuff is not that intuitive but if you actually learn how to use it all there is plenty of neat tieins,neat tieins,neat tieins,1,Nokia 6600
multimedia functions are enhanced by multislide mms messages and a gallery for organizing digital content captured or downloaded with the phone,multislide messages,multislide messages,1,Nokia 6600
first of all the phone houses a great deal of memory for multiple videos sound clips photos texts etc,multiple videos,multiple videos,1,Nokia 6600
no matter how accustomed to the phone you become too much time is required to get to open and close applications,much time,much time,1,Nokia 6600
as the 6600 uses 900mhz it operates in more countries than the 6620,more countries,more countries,1,Nokia 6600
it seems to be a much more user friendly company than verizon and a thousand percent better than the horrible quest wireless,more company,more company,1,Nokia 6600
multimedia functions are enhanced by multislide mms messages and a gallery for organizing digital content captured or downloaded with the phone,mms messages,mms messages,1,Nokia 6600
and also since it is tri band and since it uses simcard you can just use it in europe and many other parts of the world wherever gsm exists,many parts,many parts,1,Nokia 6600
i have have many nokias and while this is the best for features its the worst as a phone,many nokias,many nokias,1,Nokia 6600
on the tmobile service i was able to take pics as we drove across i70 and email them to family friends once we reached a tmobile tzone usually a major city,major city,major city,1,Nokia 6600
the only main drawback is the fact that the voicedialing system is kind of picky,main drawback,main drawback,1,Nokia 6600
my biggest concern is that i have found nokia phones lower quality construction to lead to lower prices but they also do not last as long,lower prices,lower prices,1,Nokia 6600
my biggest concern is that i have found nokia phones lower quality construction to lead to lower prices but they also do not last as long,lower construction,lower construction,1,Nokia 6600
1a cell phone is to make calls in other words quality of reception and micspeaker are the most important the 6600 has a relatively low volume speaker you would have to press it hard against your ear to hear anything the other person is saying unless the surroundings were completely quiet,low speaker,low speaker,1,Nokia 6600
basically the 6600 is a bundle of overhyped features you do not and will not need if you do get yourself a pda or pocket pc none of them work as they should and the basic phone functions and ergonomics are less than average,less phone functions,less phone functions,1,Nokia 6600
with one of the most intuitive userinterfaces around seamless bluetooth sync with microsoft outlook support for thousands of applications for the symbian platform which this phone runs on i own the ir remote icq and a few others the nokia 6600 is all of the above one of the few phones from tmobile that can claim such a distinction,intuitive userinterfaces,intuitive userinterfaces,1,Nokia 6600
it also works just fine for international calls,international calls,international calls,1,Nokia 6600
its a bit pricey to call home from other countries but the instant messaging to and from covered countries in europe are quite reasonable,instant messaging,instant messaging,1,Nokia 6600
incredible memory,incredible memory,incredible memory,1,Nokia 6600
it seems to be a much more user friendly company than verizon and a thousand percent better than the horrible quest wireless,horrible wireless,horrible wireless,1,Nokia 6600
high quality video and pictures rock,high video,high video,1,Nokia 6600
one primary reason for getting a cell phone was so that i could use it as an internet connection for my laptop running linux where softmodem drivers are hard to find and do not work very well,hard softmodem drivers,hard softmodem drivers,1,Nokia 6600
handsfree future is good but not too exciting,handsfree future,handsfree future,1,Nokia 6600
it has a handsfree loudspeaker conference and transfer,handsfree conference,handsfree conference,1,Nokia 6600
handset quality is great as is the speakerphone quality and the headset audio quality,handset quality,handset quality,1,Nokia 6600
this phone is flashy and feels good in the hand but it could not hold a connection to any of my bluetooth devices headset handheld or desktop computer,handheld computer,handheld computer,1,Nokia 6600
i must add to the dismaydelight of readers this phone is simply the most groundbreaking phone mankind has ever held,groundbreaking mankind,groundbreaking mankind,1,Nokia 6600
great reception visibility and interface may be complicated by others,great visibility,great visibility,1,Nokia 6600
get great themes and wallpapers for this phone and many many polyphonic rings,great themes,great themes,1,Nokia 6600
picture qualitys great for still and video with sound,great qualitys,great qualitys,1,Nokia 6600
3 the joystick design they are using on the new nokias gives you a great degree of control,great degree,great degree,1,Nokia 6600
first of all the phone houses a great deal of memory for multiple videos sound clips photos texts etc,great deal,great deal,1,Nokia 6600
hand set is good but be aware of this tmobile rebate,good hand set,good hand set,1,Nokia 6600
7 have a good chunk of my small mp3 to listen through the speaker phone,good chunk,good chunk,1,Nokia 6600
initially these phones were fun to play with some of the cool features like the speaker phone web browser and ofcourse the built in camera,fun phones,fun phones,1,Nokia 6600
and bluetooth does not drain the battery as quick as i thought it would i usually can go 15 days with bluetooth on along with making calls before i need a full recharge,full recharge,full recharge,1,Nokia 6600
who in the hell needs a frigging vga camera on their cellphone,frigging camera,frigging camera,1,Nokia 6600
it seems to be a much more user friendly company than verizon and a thousand percent better than the horrible quest wireless,friendly company,friendly company,1,Nokia 6600
this phone is flashy and feels good in the hand but it could not hold a connection to any of my bluetooth devices headset handheld or desktop computer,flashy phone,flashy phone,1,Nokia 6600
i will also say that setting up the email account was very simple and straightforward although you do need an external smtp server to use,external server,external server,1,Nokia 6600
it uses the extendable mmc memory it is perfect for storing videos pictures and mp3s,extendable memory,extendable memory,1,Nokia 6600
the battery life of this phone is at most 2 days and at least one day at excessive use,excessive use,excessive use,1,Nokia 6600
as i drove across the country i lost reception only in eastern kentuckys mountains,eastern mountains,eastern mountains,1,Nokia 6600
multimedia functions are enhanced by multislide mms messages and a gallery for organizing digital content captured or downloaded with the phone,digital content,digital content,1,Nokia 6600
ultimately you will learn just how bad nokia is and why their recent loss of market share is so utterly deserved,deserved loss,deserved loss,1,Nokia 6600
the camera and video functionality is decent i cannot see myself wasting my time with it but some people will,decent functionality,decent functionality,1,Nokia 6600
the nokia 6600 is a decent extension of the smartphone line,decent extension,decent extension,1,Nokia 6600
among my requirments for a phone were good screen decent camera bluetooth and gprs support,decent bluetooth,decent bluetooth,1,Nokia 6600
now the bad 1 as usual battery power not sufficient for daily usuage,daily usuage,daily usuage,1,Nokia 6600
despite a critical start this phone deserves four stars because it accomplishes what it sets out to do which is pretty lofty does more than most does it well is dependable,critical start,critical start,1,Nokia 6600
i really dislike holding a phone to my ear and i have found the freespeak to be very comfortable and easy to use with this phone,comfortable freespeak,comfortable freespeak,1,Nokia 6600
the good 1 large lcd screen colorful display good resolution,colorful display,colorful display,1,Nokia 6600
this phone is one of the milestones in the history of the cellular phones,cellular phones,cellular phones,1,Nokia 6600
just do not get drawn into tmobiles catchy rebate,catchy rebate,catchy rebate,1,Nokia 6600
in short nokia themselves do not know that this phone does not work with the palm and if you do not heed my advice you will spend hours with technicians around the globe reading from scripts chiding you in broken english for not following their directions exactly,broken english,broken english,1,Nokia 6600
my biggest concern is that i have found nokia phones lower quality construction to lead to lower prices but they also do not last as long,biggest concern,biggest concern,1,Nokia 6600
especially the lcd is big and the camera quality is among the very best around,big lcd,big lcd,1,Nokia 6600
1 the phone has the best keypad any nokia phone has to offer,best keypad,best keypad,1,Nokia 6600
a huge beautiful color screen which can not been scratched at all even with the rough handling i give it,beautiful screen,beautiful screen,1,Nokia 6600
basically the 6600 is a bundle of overhyped features you do not and will not need if you do get yourself a pda or pocket pc none of them work as they should and the basic phone functions and ergonomics are less than average,basic functions,basic functions,1,Nokia 6600
1 great audio quality overall,audio quality,audio quality,1,Nokia 6600
this process can be very annoying and unsafe when you are driving a stick shift on the highway,annoying process,annoying process,1,Nokia 6600
the camera is adequate and if i want highres photos ill use my digital camera instead,adequate camera,adequate camera,1,Nokia 6600
it has raised the bar owing to number of features it offers and the absolute ease of use delight,absolute ease,absolute ease,1,Nokia 6600
this product has virtually all the same installation problems,same problems,same problems,11,norton
for purposes of clarity here is my review from that productedited to be appropriate for this product since for the most part they share many of the same problems,same problems,same problems,11,norton
i had much of the same problems that everyone else has listed mainly the slooooooooow processor and then i could not get the damn thing off my computer completely,same problems,same problems,11,norton
first it serious serious installation problems,serious problems,same problems,11,norton
first it serious serious installation problems,serious problems,same problems,11,norton
the program brings more problems than a virus albeit not as major problems just not what you expect for 70 bucks,not major problems,same problems,11,norton
i did not have any major problems installing this software,not major problems,same problems,11,norton
i have read the installation instructions for both nis 2004 and nav 2004 prior to installation but still ended up with the same result junk software,same result,same problems,11,norton
the next problem was that it did not recognize all the installed components so it would not update them most notably and importantly virus definitions,next problem,same problems,11,norton
the program brings more problems than a virus albeit not as major problems just not what you expect for 70 bucks,more problems,same problems,11,norton
the only problem i had was a few components did not quite load correctly upon startup but a reboot fixed the problem,only problem,same problems,11,norton
the other annoyance with this that you have to remove every single remnant of previous version of norton systemworks before you installs this,previous version,previous version,9,norton
if you are already using a previous version of nortron security and unistalled it to install the new version you will still have all kind of problems in installing the new version on your system,previous version,previous version,9,norton
if you have no previous version of nortron security on your system or nortron antivirus the installation will go fine otherwise dig in and in to do a major registery clean up the old programs will leave a trace that will mess up the new installation even if you uninstalled the old programs perfectly,previous version,previous version,9,norton
if you are already using a previous version of nortron security and unistalled it to install the new version you will still have all kind of problems in installing the new version on your system,new version,previous version,9,norton
if you are already using a previous version of nortron security and unistalled it to install the new version you will still have all kind of problems in installing the new version on your system,new version,previous version,9,norton
this is the fourth version of systemworks and the second version of internet security that i have used and it has always been a favorite,fourth version,previous version,9,norton
this is the fourth version of systemworks and the second version of internet security that i have used and it has always been a favorite,second version,previous version,9,norton
these tasks are faster and easier than in prior versions and i found the menu to be much more navigable,prior versions,previous version,9,norton
if you have an older version ofinternet security installed you may also need to remove it as well before proceeding with systemworks install,older version,previous version,9,norton
this is a terrible company with a bad product and awful support,bad product,bad product,6,norton
all in all it has not been a bad product,bad product,bad product,6,norton
product is ok however despite the fact that i followed the rebate instructions explicitly i am being denied the rebate because the processing agency incorrectly claims i did not send in proof of ownership of a previous product,previous product,bad product,6,norton
i read many reviews on norton i s 2004 from a variety of sources cnet amazon message boards and came to the conclusion that nis 04 was a terrible product and not worth the update,terrible product,bad product,6,norton
this product is absolutely not ready for release,not ready product,bad product,6,norton
product is ok however despite the fact that i followed the rebate instructions explicitly i am being denied the rebate because the processing agency incorrectly claims i did not send in proof of ownership of a previous product,ok product,bad product,6,norton
i have used norton for the past 5 years and for the last 2 years the software has gotten more and more disgraceful,last years,past months,4,norton
nis 2003 worked like a charm last year,last year,past months,4,norton
i already knew something was wrong because much of the spam i have seen in the past six months was from resellers of norton products,past months,past months,4,norton
i have used norton for the past 5 years and for the last 2 years the software has gotten more and more disgraceful,past years,past months,4,norton
so i emailed the online tech support with that simple question and got a reply which was totally unresponsive it looked as though they did not actually read the email and just sent back a few boilerplate paragraphs,online support,online support,4,norton
i have searched the program and their online tech support worthless and have found no solutions,online support,online support,4,norton
once again it will not reinstall even with online and email assistance from symantect technicians,online assistance,online support,4,norton
norton online support does not even acknowledge this problem nor does the computer company that preloaded it on our new computer,not online support,online support,4,norton
while i was trying to play half life 2 it started popping up withalerts every twenty seconds literally warning me my antivirus protection was off,antivirus protection,reliable antivirus,3,norton
the antivirus feature is phenomenal and is regularly updated,antivirus feature,reliable antivirus,3,norton
no more banner ads popups and the reliable antivirus,reliable antivirus,reliable antivirus,3,norton
the only free help you get is in renewing your subscription,only help,only help,3,norton
the only way my pc internet works is if i open the firewall program configuration and manually refresh it,only way,only help,3,norton
after telling the rep and his tech supervisor the problem the only answer was to uninstall the program which i had already done,only answer,only help,3,norton
however i suspect that many people are having a bad experience do not purchase this product,not bad experience,not bad experience,3,norton
so far i have not had so much complaints except that i still have not mastered how to scandisk when using internet security,not much complaints,not bad experience,3,norton
warning the windowsremove program feature does not do a good job of this and neither does nortons own removal program,not good job,not bad experience,3,norton
i read many reviews on norton i s 2004 from a variety of sources cnet amazon message boards and came to the conclusion that nis 04 was a terrible product and not worth the update,many reviews,many reviews,3,norton
i see many other reviews that say the same stay away from norton they do not deserve you or anyone,many reviews,many reviews,3,norton
i am not sure why all the bad reviews my computer is not especially slowed down and i have win98,not bad reviews,many reviews,3,norton
i have owned many norton products in my time and for the most part i have been pleased with their performance,many products,many products,3,norton
their products have been great and have saved my bacon on numerous occasions,great products,many products,3,norton
as a loyal customer of nortonsymantec products i purchased internet security 2004 as a software firewall and could not be any more dissatisfied with the product and hence the one star rating,nortonsymantec products,many products,3,norton
i am an advanced computer user so i cannot even imagine how a new or novice user would ever get this terrible program to work,terrible program,terrible program,2,norton
from day one we have had hangups crashes glitches continual reboots long shutdowns due toccapp exe program running which is a norton program,due program,terrible program,2,norton
i have alway liked symantec products except for this version 2004,symantec products,symantec product,2,norton
if you are new to the market and looking to buy a symantec software product save yourself some money and buy the 2003 version,symantec product,symantec product,2,norton
to install that version you have to uninstall from the window registery anything called symantec or nortron also from the common files in the program folder the symantec folder has to be deleted,symantec folder,symantec folder,2,norton
you also need to go in and manually remove many symantec files from the registry,symantec files,symantec folder,2,norton
i work on word explorer netscape acrobat reader photoshop at same time meaning using a lot of memory but still do not see a problem with computer getting slow or crashing,same time,same time,2,norton
i just uninstalled systemworks and internet security for at least the fifth time due to funtionality issues,least time,same time,2,norton
the customer support is pathetic,pathetic customer support,pathetic customer support,2,norton
this is a terrible company with a bad product and awful support,awful support,pathetic customer support,2,norton
its a highly rated kick ass firewall program that is bundled with the venerable norton antivirus plus extras like norton antispam norton parental control that make this security suite a musthave for people who have broadband internet access,parental control,parental controls,2,norton
even though i have the parental controls off it constantly starts updating them then freezes my computer,parental controls,parental controls,2,norton
if you have no previous version of nortron security on your system or nortron antivirus the installation will go fine otherwise dig in and in to do a major registery clean up the old programs will leave a trace that will mess up the new installation even if you uninstalled the old programs perfectly,old programs,old programs,2,norton
if you have no previous version of nortron security on your system or nortron antivirus the installation will go fine otherwise dig in and in to do a major registery clean up the old programs will leave a trace that will mess up the new installation even if you uninstalled the old programs perfectly,old programs,old programs,2,norton
to install that version you have to uninstall from the window registery anything called symantec or nortron also from the common files in the program folder the symantec folder has to be deleted,common files,many files,2,norton
you also need to go in and manually remove many symantec files from the registry,many files,many files,2,norton
long reboots due to norton taking forever to boot,due reboots,long reboots,2,norton
long reboots due to norton taking forever to boot,long reboots,long reboots,2,norton
the antivirus is good butinternet security just is not worth it,not worth butinternet security,good security,2,norton
the antivirus is good butinternet security just is not worth it,good security,good security,2,norton
we were able to obtain a norton corporate edition of antivirus only no firewall or utilities and so far its great,corporate edition,corporate edition,2,norton
i have used the corporate edition at work without any problems ever,corporate edition,corporate edition,2,norton
they said they would refund all the money but a month later they tell me now the backup disc is not refundable as its cost is purely handling and shipping 15 tohandle and ship a cd and they have been indignant and combative on the phone and in emails,backup disc,backup disc,2,norton
who wants to pay 30 to discuss a defect in a product that just cost 95 i also bought the backup cd,backup cd,backup disc,2,norton
i have searched the program and their online tech support worthless and have found no solutions,worthless program,worthless program,1,norton
the best part of the firewall is the visual backtracking,visual backtracking,visual backtracking,1,norton
we constantly gotwindows virtual memory low error messages popping up follwed by ridiculous slowdowns andor crashes,virtual memory,virtual memory,1,norton
of course if you try to reach symantec customer service you get useless automated systems unless you want to pay 30 per incident,useless systems,useless systems,1,norton
the 1 time it did install it did not work and had errors i used the unistall nis icon and it properly removed itself,unistall icon,unistall icon,1,norton
this time it started the uninstallation process then i left for work i think it will work i hope it will work,uninstallation process,uninstallation process,1,norton
my file log was not responding and the program was not blocking any cookies or unauthorized sites,unauthorized sites,unauthorized sites,1,norton
again every review written about the tech line is true after waiting close to 45 minutes i finally spoke to a rep,true review,true review,1,norton
this is a terrible company with a bad product and awful support,terrible company,terrible company,1,norton
there is little meaningful difference between the two versions aside from the tedius activation process and the product is currently rather buggy and has problems running unless cleanly installed on a formatted drive,tedius process,tedius process,1,norton
but that is good for me because symantec softwares are a bit hard to master for me who are not savvy on computers,symantec softwares,symantec softwares,1,norton
of course if you try to reach symantec customer service you get useless automated systems unless you want to pay 30 per incident,symantec service,symantec service,1,norton
the other annoyance with this that you have to remove every single remnant of previous version of norton systemworks before you installs this,single remnant,single remnant,1,norton
so i emailed the online tech support with that simple question and got a reply which was totally unresponsive it looked as though they did not actually read the email and just sent back a few boilerplate paragraphs,simple question,simple question,1,norton
however symantec has taken a significant turn for the worse with this release,significant turn,significant turn,1,norton
no problems now just a sickly disappointment in the way norton has abandoned thier customers,sickly disappointment,sickly disappointment,1,norton
they are a royal pain to install and do not function properly once finally installed if you can install them at all,royal pain,royal pain,1,norton
we constantly gotwindows virtual memory low error messages popping up follwed by ridiculous slowdowns andor crashes,ridiculous andor,ridiculous andor,1,norton
after a recent update i can no longer open more then 1 browser window,recent update,recent update,1,norton
likewise i have heard norton 2004 professional version is fine too,professional version,professional version,1,norton
the antivirus feature is phenomenal and is regularly updated,phenomenal feature,phenomenal feature,1,norton
mine installed no problem but i did uninstall my norton antivirus 2002 personal firewall 2002 first,personal firewall,personal firewall,1,norton
norton support is completely pathetic,pathetic norton support,pathetic norton support,1,norton
being a past norton customer i consider this to be a slap to my face,past customer,past customer,1,norton
when i purchase software i never want to have to spend hours looking up solutions to my install problems in particular solutions that involve manually setting driver preferences or editing the registry,particular solutions,particular solutions,1,norton
warning the windowsremove program feature does not do a good job of this and neither does nortons own removal program,own program,own program,1,norton
the installation setup and operating interfaces are well organized and intuitive and the email spam component works well,organized installation setup,organized installation setup,1,norton
i just got an older 866 mhz system with 512 pc 133 ram and it also runs fine on that,older system,older system,1,norton
our norton internetav 2004 was terrible right from the get go so id think that if sytemworks is ok now it should remain ok,ok sytemworks,ok sytemworks,1,norton
their products have been great and have saved my bacon on numerous occasions,numerous occasions,numerous occasions,1,norton
they said they would refund all the money but a month later they tell me now the backup disc is not refundable as its cost is purely handling and shipping 15 tohandle and ship a cd and they have been indignant and combative on the phone and in emails,not refundable disc,not refundable disc,1,norton
i upgraded from nis 2003 and the change in performance has not been noticeable,not noticeable change,not noticeable change,1,norton
what dissapointes me the most that a software like that is not cheap gets zero support form symantec if you want support they will charge you a fee,not cheap software,not cheap software,1,norton
buying software that can not be installed normally and being put into the position of having a nonworking computer,nonworking computer,nonworking computer,1,norton
i tried to call norton and the only numbers they list on their sites are either for nontech customer service tried this one and hung up after 75 minute of muzac or they have a 30 techsupport number,nontech service,nontech service,1,norton
i am an advanced computer user so i cannot even imagine how a new or novice user would ever get this terrible program to work,new user,new user,1,norton
other than that it is all the same except the new updates,new updates,new updates,1,norton
